Date,Description,Debit,Credit,Balance
2021-09-10,INB/709428258/INTERNET TAX PAYMENT/IT CHALLAN,1000.0,,67815.24
2021-09-11,GST @18% on Charge,18.0,,67797.24
2021-09-11,Consolidated Charges for A/c,100.0,,67697.24
2021-09-13,INB/652855139/ESIC PAYMENTS/esic payment,27147.0,,40550.24
2021-09-13,TRF/PAWAN KUMAR GARG/TRF,,1300000.0,1340550.24
2021-09-14,INB/652944776//12076538125985538150,188247.0,,1152303.24
2021-09-14,INB/709456677/GST TAX PAYMENT/GST PAYMENT,96230.0,,1056073.24
2021-09-20,INB/709533072/GST TAX PAYMENT/GST PAYMENT,50.0,,1056023.24
2021-10-09,INB/709749585/GST TAX PAYMENT/GST PAYMENT,83522.0,,972501.24
2021-10-12,BRN-RTGS-UTIBH21285024594-RBI-,29.5,,972471.74
2021-10-12,BRN-RTGS-UTIBH21285024594-RBI-,285612.0,,686859.74
2021-10-13,INB/656154716/ESIC PAYMENTS/ESIC payment,26674.0,,660185.74
2021-10-14,INB/656284342//11892937525883737560,185274.0,,474911.74
2021-10-16,GST @18% on Charge,18.0,,474893.74
2021-10-16,Consolidated Charges for A/c,100.0,,474793.74
2021-11-11,INB/710046975/GST TAX PAYMENT/GST PAYMENT,48551.0,,426242.74
2021-11-13,INB/659560808//10167931825106131830,159105.0,,267137.74
2021-11-13,GST @18% on Charge,18.0,,267119.74
2021-11-13,Consolidated Charges for A/c,100.0,,267019.74
2021-11-15,INB/659682992/ESIC PAYMENTS/ESIC MO NOV 21,20361.0,,246658.74
2021-11-27,INB/660965116//626529829271964,9690.0,,236968.74
