Date,Description,Debit,Credit,Balance
2020-09-07,INB/705922009/INTERNET TAX PAYMENT/,42454.0,,1832.24
2020-09-11,RTGS/INDBR22020091100476537/LANDCRAFT DEVELOPERS,,300000.0,301832.24
2020-09-12,INB/705992304/GST TAX PAYMENT/GST PAYMENT,33570.0,,268262.24
2020-09-12,GST @18% on Charge,18.0,,268244.24
2020-09-12,Consolidated Charges for A/c,100.0,,268144.24
2020-09-14,INB/619520045//12139739245526339260,184510.0,,83634.24
2020-09-14,INB/619552100/ESIC PAYMENTS/ESIC Pay,25665.0,,57969.24
2020-09-21,"NEFT/PUNBH20265752476/EXCISE AND CUSTOM REFUND
A/",,37331.0,95300.24
2020-09-21,"NEFT/PUNBH20265751956/EXCISE AND CUSTOM REFUND
A/",,109745.0,205045.24
2020-09-23,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,913033.0,1118078.24
2020-09-24,TRF/BHARAT ARORA/TRF,,1264.0,1119342.24
2020-09-24,RTGS/SK/UTIBR52020092400359468/095/LANDCRA/HDFC B,1000000.0,,119342.24
2020-09-24,SAK NEFT/RTGS Charges on Rs.1000000 at SOL:095,59.0,,119283.24
2020-10-03,TRF/INPROSPER INFRASTRUCTURE LLP-DESIGNATED ACCOU,,6480.0,125763.24
2020-10-12,RTGS/HDFCR52020101251797997/ALANKITASSIGNMENTSL TD,,5000000.0,5125763.24
2020-10-12,TRF/095/DIWAKAR COMMERCIALS /trf,5000000.0,,125763.24
2020-10-13,RTGS/HDFCR52020101351888530/ALANKITASSIGNMENTSL TD,,5000000.0,5125763.24
2020-10-13,RTGS/HDFCR52020101351887641/ALANKITASSIGNMENTSL TD,,5000000.0,10125763.24
2020-10-13,TRF/1082/DIWAKAR COMMERCIALS /,5000000.0,,5125763.24
2020-10-13,TRF/1082/DIWAKAR COMMERCIALS /,5000000.0,,125763.24
2020-10-14,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,955635.0,1081398.24
2020-10-15,INB/622238136/ESIC PAYMENTS/ESIC,25111.0,,1056287.24
2020-10-15,INB/622239758//11985638625469938640,182281.0,,874006.24
2020-10-17,GST @18% on Charge,18.0,,873988.24
2020-10-17,Consolidated Charges for A/c,100.0,,873888.24
2020-10-19,RTGS/INDBR22020101900733334/LANDCRAFT DEVELOPERS,,250000.0,1123888.24
2020-10-19,RTGS/SK/UTIBR52020101900360506/095/LANDCRA/HDFC B,1000000.0,,123888.24
2020-10-19,SAK NEFT/RTGS Charges on Rs.1000000 at SOL:095,59.0,,123829.24
2020-10-21,INB/706336122/GST TAX PAYMENT/GST PAYMENT,49950.0,,73879.24
2020-10-29,By Clg 122734 014  Delhi,,50000.0,123879.24
2020-11-02,INB/706388071/GST TAX PAYMENT/Gst payment,1200.0,,122679.24
2020-11-02,By Clg 122736 014  Delhi,,30000.0,152679.24
2020-11-04,TRF/BHARAT ARORA/chq,,2144.0,154823.24
2020-11-05,INB/706424626/INTERNET TAX PAYMENT/,42384.0,,112439.24
2020-11-05,INB/706424841/INTERNET TAX PAYMENT/,42384.0,,70055.24
2020-11-05,INB/706425058/INTERNET TAX PAYMENT/,42384.0,,27671.24
2020-11-09,By Clg 122735 014  Delhi,,20000.0,47671.24
2020-11-13,NEFT/000299289123/LANDCRAFT DEVELOPERS PRIVATE LI,,300000.0,347671.24
2020-11-13,INB/624930874/ESIC PAYMENTS/ESIC,26094.0,,321577.24
2020-11-13,INB/624931544/ESIC PAYMENTS/ESI,432.0,,321145.24
2020-11-14,INB/625026212//12361539675761939650,189166.0,,131979.24
2020-11-14,GST @18% on Charge,18.0,,131961.24
2020-11-14,Consolidated Charges for A/c,100.0,,131861.24
2020-11-17,INB/706546724/GST TAX PAYMENT/GST PAYMENT,117802.0,,14059.24
2020-11-20,INB/706574441/GST TAX PAYMENT/GST PAYMENT,150.0,,13909.24
2020-11-25,TRF/INPROSPER INFRASTRUCTURE LLP-DESIGNATED ACCOU,,34166.0,48075.24
2020-11-25,TRF/INPROSPER INFRASTRUCTURE LLP/,,29160.0,77235.24
2020-11-25,TRF/INPROSPER INFRASTRUCTURE LLP-DESIGNATED ACCOU,,13753.0,90988.24
2020-11-26,NEFT/000301702788/LANDCRAFT DEVELOPERS PRIVATE LI,,200000.0,290988.24
