Date,Description,Debit,Credit,Balance
2022-09-02,BRN-STOP PAYMENT CHARGES/CHQ-496161,59.0,,1708320.24
2022-09-02,RTGS/SK/UTIBR52022090200353081/095/AYUSH J/HDFC B,1000000.0,,708320.24
2022-09-02,SAK NEFT/RTGS Charges on Rs.1000000 at SOL:095,59.0,,708261.24
2022-09-13,INB/697317860//9275829194737429200,145971.0,,562290.24
2022-09-13,INB/713574161/GST TAX PAYMENT/GST PAYMENT,99246.0,,463044.24
2022-09-14,INB/697473762/ESIC PAYMENTS/ESIC PAYMENT AUG 22,15642.0,,447402.24
2022-09-17,GST @18% on Charge,108.0,,447294.24
2022-09-17,Consolidated Charges for A/c,600.0,,446694.24
2022-09-26,RTGS/IDFBR52022092600533370/BVG//ATTN/,,600000.0,1046694.24
2022-09-26,RTGS/HDFCR52022092698205353/MERIDIAN CITY PROJECT,,450000.0,1496694.24
2022-09-26,RTGS/ESFBR52022092652408796/MERIDIAN CITY PROJECT,,650000.0,2146694.24
2022-09-26,RTGS/HDFCR52022092698346428/LANDCRAFT DEVELOPERS,,1400000.0,3546694.24
2022-09-26,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,1077924.0,4624618.24
2022-09-26,TRF/MERIDIAN CITY PROJECT PRIVATE LIMITED/land cr,,600000.0,5224618.24
2022-09-26,RTGS/SK/UTIBR52022092600364580/095/EEE UDD/ICICI,5000000.0,,224618.24
2022-09-26,SAK NEFT/RTGS Charges on Rs.5000000 at SOL:095,59.0,,224559.24
2022-09-30,TRF/MERIDIAN CITY PROJECT PRIVATE LIMITED/TRFR,,900000.0,1124559.24
2022-10-01,RTGS/IDFBR52022100100591141/MERIDIAN CITY PROJECT,,2100000.0,3224559.24
2022-10-01,RTGS/ESFBR52022100152430167/MERIDIAN CITY PROJECT,,369248.0,3593807.24
2022-10-01,TRF/LANDCRAFT RECREATIONS PRIVATE LIMITED/chq,,3000000.0,6593807.24
