Date,Description,Debit,Credit,Balance
2021-04-07,RTGS/HDFCR52021040786340376/LANDCRAFT DEVELOPERS,,1000000.0,1344246.24
2021-04-08,BRN-TD/921040058726024/LANDCRAFT DEVELOPERS PRIVAT,1000000.0,,344246.24
2021-04-13,INB/639184323//11409336265524336260,176588.0,,167658.24
2021-04-14,INB/639202094/ESIC PAYMENTS/ESIC,25292.0,,142366.24
2021-04-17,INB/708104833/GST TAX PAYMENT/GST PAYMENT,3000.0,,139366.24
2021-04-17,GST @18% on Charge,18.0,,139348.24
2021-04-17,Consolidated Charges for A/c,100.0,,139248.24
2021-04-20,TRF/LANDCRAFT RECREATIONS PRIVATE LIMITED/BY TRF,,258823.0,398071.24
2021-05-12,INB/641610455/ESIC PAYMENTS/esic,24436.0,,373635.24
2021-05-15,GST @18% on Charge,18.0,,373617.24
2021-05-15,Consolidated Charges for A/c,100.0,,373517.24
2021-05-20,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,445988.0,819505.24
2021-05-21,INB/642204661//11711636745921636750,183681.0,,635824.24
2021-05-28,INB/708421445/GST TAX PAYMENT/GST PAYMENT,143672.0,,492152.24
2021-06-09,TRF/INPROSPER INFRASTRUCTURE LLP DESIGNATED ACCOU,,2478.0,494630.24
2021-06-12,INB/643948104//10945934765251434770,168926.0,,325704.24
2021-06-12,INB/643949056//7453524023836224060,117705.0,,207999.24
2021-06-12,GST @18% on Charge,18.0,,207981.24
2021-06-12,Consolidated Charges for A/c,100.0,,207881.24
2021-06-23,NEFT/N174211541281007/EKTA KAPOOR ARORA/45000,,45000.0,252881.24
2021-06-25,RTGS/HDFCR52021062599360367/LANDCRAFT DEVELOPERS,,290284.0,543165.24
2021-06-28,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,801899.0,1345064.24
2021-06-28,TRF/INPROSPER INFRASTRUCTURE LLP DESIGNATED ACCOU,,19683.0,1364747.24
2021-06-28,INB/645198707//663421235262120,10584.0,,1354163.24
2021-06-28,INB/708674846/INTERNET TAX PAYMENT/tds prop,66497.0,,1287666.24
2021-06-29,RTGS/SK/UTIBR52021062900351094/095/LANDCRA/HDFC B,600000.0,,687666.24
2021-06-29,SAK NEFT/RTGS Charges on Rs.600000 at SOL:095,59.0,,687607.24
2021-06-30,INB/645385975/ESIC PAYMENTS/esic payment,24694.0,,662913.24
