Date,Description,Debit,Credit,Balance
2021-07-06,By Clg 000403 240  Delhi,,66497.0,729410.24
2021-07-09,INB/708841259/GST TAX PAYMENT/GST PAYMENT,2000.0,,727410.24
2021-07-09,INB/708841747/GST TAX PAYMENT/GST PAYMENT,110520.0,,616890.24
2021-07-14,INB/646861626/ESIC PAYMENTS/ESIC Pay,25745.0,,591145.24
2021-07-15,INB/646945795//11573436835546936880,178574.0,,412571.24
2021-07-15,INB/646946006//88428470280,1410.0,,411161.24
2021-07-17,GST @18% on Charge,18.0,,411143.24
2021-07-17,Consolidated Charges for A/c,100.0,,411043.24
2021-08-11,INB/649649328//11770237135808437180,183217.0,,227826.24
2021-08-11,INB/649652128//8749828164520728200,138341.0,,89485.24
2021-08-13,INB/709156739/GST TAX PAYMENT/GST PAYMENT,9360.0,,80125.24
2021-08-14,INB/649964109/ESIC PAYMENTS/ESIC payment,25919.0,,54206.24
2021-08-14,GST @18% on Charge,18.0,,54188.24
2021-08-14,Consolidated Charges for A/c,100.0,,54088.24
2021-08-26,TRF/INPROSPER INFRASTRUCTURE LLP/TRF,,14727.0,68815.24
