Date,Description,Debit,Credit,Balance
2020-04-11,GST @18% on Charge,9.0,,1051048.24
2020-04-11,Consolidated Charges for A/c,50.0,,1050998.24
2020-04-15,INB/609721455//17890858248257858260,273136.0,,777862.24
2020-04-17,BRN-CLG-CHQ PAID TO KAUSHIKI AGRWAL/ORIENTAL BANK,27000.0,,750862.24
2020-04-23,NEFT/IDFBH20114959602/LANDCRAFT DEVELOPERS PRIVAT,,40150654.0,40901516.24
2020-04-27,NEFT/IDFBH20118987776/LANDCRAFT DEVELOPERS PRIVAT,,40163518.0,81065034.24
2020-04-27,NEFT/IDFBH20118989968/LANDCRAFT DEVELOPERS PRIVAT,,40161653.0,121226687.24
2020-04-27,NEFT/IDFBH20118990619/LANDCRAFT DEVELOPERS PRIVAT,,40163518.0,161390205.24
2020-04-28,RTGS/SK/UTIBR52020042800353663/095/TARANG /SYNDIC,453346.0,,160936859.24
2020-04-28,RTGS/SK/UTIBR52020042800353748/095/SUNIL G/KOTAK,2014779.0,,158922080.24
2020-04-28,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,429138.0,159351218.24
2020-04-29,RTGS/SK/UTIBR52020042900350587/095/OMEX MA/SYNDIC,1000000.0,,158351218.24
2020-04-29,RTGS/SK/UTIBR52020042900350599/095/EXPERT /SYNDIC,20000000.0,,138351218.24
2020-04-29,RTGS/SK/UTIBR52020042900350691/095/EXPERT /SYNDIC,20000000.0,,118351218.24
2020-04-29,RTGS/SK/UTIBR52020042900350698/095/EXPERT /SYNDIC,20000000.0,,98351218.24
2020-04-29,RTGS/SK/UTIBR52020042900352632/095/LANDCRA/SYNDIC,30000000.0,,68351218.24
2020-04-29,RTGS/SK/UTIBR52020042900352645/095/LANDCRA/SYNDIC,30000000.0,,38351218.24
2020-04-29,RTGS/RETURN/UTIBR52020042900352645/NARR/,,30000000.0,68351218.24
2020-04-30,BRN-CLG-CHQ PAID TO DIOS IMPEX PRIV/KOTAK MAHINDRA,50506.0,,68300712.24
2020-04-30,BRN-CLG-CHQ PAID TO PER SQUARE FEET/AU SMALL FINAN,3862432.0,,64438280.24
2020-04-30,BRN-CLG-CHQ PAID TO SMITA AGRWAL   /ICICI BANK LTD,188955.0,,64249325.24
2020-05-01,BRN-CLG-CHQ PAID TO RAJBIR         /BANK OF INDIA,69000.0,,64180325.24
2020-05-02,RTGS/SK/UTIBR52020050200352020/095/LANDCRA/SYNDIC,45000000.0,,19180325.24
2020-05-13,INB/610937854/ESIC PAYMENTS/ESIC,29909.0,,19150416.24
2020-05-13,INB/610938256/ESIC PAYMENTS/ESIC,38919.0,,19111497.24
2020-05-13,INB/610938780/ESIC PAYMENTS/ESIC,4360.0,,19107137.24
2020-05-13,INB/610939550//12800141366196140760,198174.0,,18908963.24
2020-05-16,GST @18% on Charge,9.0,,18908954.24
2020-05-16,Consolidated Charges for A/c,50.0,,18908904.24
2020-05-22,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,508467.0,19417371.24
2020-05-26,TAX/16176662/095010640001/260520/16:17,5266326.0,,14151045.24
2020-05-26,TAX/16176671/095010640001/260520/16:18,3806201.0,,10344844.24
2020-05-26,BRN-NEFT-AXISF20147037438-LANDCRAFT PROMO-,7000000.0,,3344844.24
2020-06-05,TRF/R S LANDCRAFT LLP/CHQ,,82678.0,3427522.24
2020-06-08,INB/15172029/GST TAX PAYMENT/GST PAYMENT,254386.0,,3173136.24
2020-06-11,TRF/R S LANDCRAFT LLP/CHQ,,82678.0,3255814.24
2020-06-13,GST @18% on Charge,27.0,,3255787.24
2020-06-13,Consolidated Charges for A/c,150.0,,3255637.24
2020-06-15,INB/612851165/ESIC PAYMENTS/ESIC,33048.0,,3222589.24
2020-06-15,INB/612927199//10777045547441645560,191296.0,,3031293.24
2020-06-17,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,837502.0,3868795.24
2020-06-18,INB/15243711/INTERNET TAX PAYMENT/,198000.0,,3670795.24
2020-06-18,INB/15243816/INTERNET TAX PAYMENT/,28000.0,,3642795.24
2020-06-22,RTGS/SK/UTIBR52020062200355362/095/VOYAGE /SYNDIC,3000000.0,,642795.24
2020-06-22,SAK NEFT/RTGS Charges on Rs.3000000 at SOL:095,59.0,,642736.24
2020-06-29,INB/705323931/GST TAX PAYMENT/GST PAYMENT,20250.0,,622486.24
2020-06-29,INB/705332895/GST TAX PAYMENT/GST PAYMENT,2000.0,,620486.24
2020-06-30,INB/705338321/GST TAX PAYMENT/GST PAYMENT,10260.0,,610226.24
2020-06-30,RTGS/SYNBR52020063053211743/VOYAGE REAL EST P LT/,,2272219.0,2882445.24
2020-06-30,INB/705349628/INTERNET TAX PAYMENT/TDS,156061.0,,2726384.24
2020-06-30,INB/705349964/INTERNET TAX PAYMENT/TDS,468181.0,,2258203.24
2020-06-30,INB/705350282/INTERNET TAX PAYMENT/TDS,1664645.0,,593558.24
