Date,Description,Debit,Credit,Balance
2022-07-05,INB/712696665/GST TAX PAYMENT/GST PAYMENT,63624.0,,746041.24
2022-07-11,INB/688944860/ESIC PAYMENTS/ESIC JUNE 2022,17217.0,,728824.24
2022-07-13,RTGS/ESFBR52022071352148735/MERIDIAN CITY PROJECT,,700000.0,1428824.24
2022-07-13,RTGS/ESFBR52022071352148697/MERIDIAN CITY PROJECT,,3000000.0,4428824.24
2022-07-13,INB/689245300//9740930694988130720,153431.0,,4275393.24
2022-07-13,NEFT/N194220014784533/MERIDIAN CITY PROJECT PRIVA,,78608.0,4354001.24
2022-07-14,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,1279735.0,5633736.24
2022-07-14,RTGS/CNRBR52022071486237329/EXPERT CAPITAL SERVIC,,1700000.0,7333736.24
2022-07-15,SAK/CASH DEP/SAK299382300/095/CASH,,65000.0,7398736.24
2022-07-15,RTGS/SK/UTIBR52022071500363135/095/EEE UDD/ICICI,7388740.0,,9996.24
2022-07-15,SAK NEFT/RTGS Charges on Rs.7388740 at SOL:095,59.0,,9937.24
2022-07-23,GST @18% on Charge,18.0,,9919.24
2022-07-23,Consolidated Charges for A/c,100.0,,9819.24
2022-07-26,RTGS/HDFCR52022072684541041/LANDCRAFT DEVELOPERS,,1000000.0,1009819.24
2022-07-30,BRN-CLG-CHQ PAID TO AYUSH JAIN     /HDFC BANK LTD.,1000000.0,,9819.24
2022-08-10,INB/713234367/GST TAX PAYMENT/GST PAYMENT,9000.0,,819.24
2022-08-23,RTGS/PUNBR52022082315684041/AYUSH JAIN,,500000.0,500819.24
2022-08-23,RTGS/PUNBR52022082315684188/VINOD JAIN,,1000000.0,1500819.24
2022-08-24,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,1214193.0,2715012.24
2022-08-25,NEFT/N237222090413446/AYUSH JAIN/Ayush to Landcra,,500000.0,3215012.24
2022-08-25,NEFT/N237222091157854/AYUSH JAIN/ayush to Landcra,,500000.0,3715012.24
2022-08-25,NEFT/N237222091162938/AYUSH JAIN/ayush to landcra,,500000.0,4215012.24
2022-08-26,RTGS/IDFBR52022082600692474/MERIDIAN CITY PROJECT,,634715.0,4849727.24
2022-08-26,RTGS/HDFCR52022082691496825/LANDCRAFT DEVELOPERS,,200000.0,5049727.24
2022-08-26,RTGS/ESFBR52022082652298746/MERIDIAN CITY PROJECT,,6000000.0,11049727.24
2022-08-26,RTGS/SK/UTIBR52022082600363083/095/EEEUDD /ICICI,10241171.0,,808556.24
2022-08-26,SAK NEFT/RTGS Charges on Rs.10241171 at SOL:095,59.0,,808497.24
2022-08-29,GST @18% on Charge,18.0,,808479.24
2022-08-29,Consolidated Charges for A/c,100.0,,808379.24
2022-08-31,TRF/MERIDIAN CITY PROJECT PRIVATE LIMITED/chq,,900000.0,1708379.24
