Date,Description,Debit,Credit,Balance
2021-12-06,INB/710228899/GST TAX PAYMENT/GST PAYMENT,96112.0,,140856.74
2021-12-10,INB/710340576/INTERNET TAX PAYMENT/TDS,129280.0,,11576.74
2021-12-13,TRF/MERIDIAN CITY PROJECT PRIVATE LIMITED/by chq,,600000.0,611576.74
2021-12-13,INB/662803133//10007131285005531290,156383.0,,455193.74
2021-12-13,INB/662805354/ESIC PAYMENTS/ESIC,19858.0,,435335.74
2021-12-16,RTGS/IDFBR52021121600385522/MERIDIAN CITY PROJECT,,600000.0,1035335.74
2021-12-16,RTGS/ESFBR52021121651563366/MERIDIAN CITY PROJECT,,800000.0,1835335.74
2021-12-16,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,436448.0,2271783.74
2021-12-18,GST @18% on Charge,18.0,,2271765.74
2021-12-18,Consolidated Charges for A/c,100.0,,2271665.74
2021-12-21,BRN-CLG-CHQ PAID TO EEEUDD 9 GHAZIA/ICICI BANK LTD,2200000.0,,71665.74
2021-12-27,SAK/CASH DEP/SAK268285060/1082/CASH,,15000.0,86665.74
2021-12-28,INB/710512504/INTERNET TAX PAYMENT/,83520.0,,3145.74
2021-12-31,RTGS/HDFCR52021123187266402/LANDCRAFT DEVELOPERS,,20000000.0,20003145.74
2021-12-31,TRF/LANDCRAFT PROMOTERS PRIVATE LIMITED/TRF,,2500000.0,22503145.74
2022-01-10,INB/710720642/GST TAX PAYMENT/GST PAYMENT,65592.0,,22437553.74
2022-01-12,INB/666312601/ESIC PAYMENTS/ESIC Dec2021,19369.0,,22418184.74
2022-01-13,INB/666501444//9176428884685028890,144391.0,,22273793.74
2022-01-20,TRF/ASHIANA LE RESIDENCY APARTMENT OWNERS ASSOCIA,,510721.0,22784514.74
2022-01-21,RTGS/IDFBR52022012100630019/MERIDIAN CITY PROJECT,,3400000.0,26184514.74
2022-01-22,GST @18% on Charge,18.0,,26184496.74
2022-01-22,Consolidated Charges for A/c,100.0,,26184396.74
2022-01-28,TRF/095/LANDCRAFT PROMOTERS /by trf,21000000.0,,5184396.74
